short_name,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,value_eur,predicted_value,value_gap
K. Ichimi,22,181,77,73.0,65.0,52.0,66.0,32.0,74.0,1100000,1045875.0,-54125.0
J. Bamert,22,183,76,60.0,27.0,50.0,57.0,63.0,68.0,800000,745875.0,-54125.0
Ríos Reina,30,180,78,75.0,54.0,64.0,68.0,62.0,74.0,825000,770750.0,-54250.0
J. Álvez,32,183,80,76.0,64.0,50.0,63.0,27.0,75.0,600000,545750.0,-54250.0
F. Kidd,22,177,70,76.0,39.0,59.0,54.0,61.0,71.0,775000,720750.0,-54250.0
G. Mastinu,28,174,77,64.0,64.0,64.0,67.0,31.0,53.0,775000,720725.0,-54275.0
C. Baird,24,178,73,79.0,65.0,55.0,66.0,33.0,67.0,1000000,945625.0,-54375.0
K. de Boer,20,179,65,58.0,43.0,66.0,61.0,53.0,65.0,600000,545625.0,-54375.0
J. McMillan,22,183,77,67.0,33.0,49.0,56.0,58.0,66.0,475000,420575.0,-54425.0
L. Capezzi,25,178,72,47.0,59.0,68.0,65.0,59.0,59.0,950000,895375.0,-54625.0
P. Zulechner,30,182,79,73.0,64.0,53.0,62.0,31.0,64.0,625000,570375.0,-54625.0
Michildo Melo,32,174,72,79.0,54.0,64.0,62.0,60.0,66.0,600000,545325.0,-54675.0
J. Magennis,29,188,92,78.0,63.0,55.0,61.0,54.0,84.0,750000,695325.0,-54675.0
Fidalgo,21,172,68,63.0,36.0,45.0,59.0,63.0,61.0,650000,595250.0,-54750.0
D. Levitt,19,181,74,64.0,57.0,63.0,64.0,51.0,59.0,775000,720125.0,-54875.0
M. Diarra,19,183,69,68.0,31.0,46.0,58.0,61.0,63.0,725000,670125.0,-54875.0
Y. Musah,17,178,73,69.0,63.0,60.0,62.0,57.0,62.0,900000,845125.0,-54875.0
D. Malen,21,179,78,90.0,77.0,65.0,81.0,29.0,71.0,15000000,14945000.0,-55000.0
D. Calabria,23,176,70,73.0,43.0,67.0,72.0,75.0,66.0,9000000,8945000.0,-55000.0
Cauê,31,186,84,72.0,62.0,60.0,64.0,71.0,82.0,2400000,2345000.0,-55000.0
Lee Keun Ho,24,185,85,68.0,59.0,56.0,60.0,24.0,71.0,500000,444950.0,-55050.0
G. Maris,24,180,75,69.0,56.0,60.0,62.0,55.0,61.0,425000,369950.0,-55050.0
I. Ugbo,21,185,73,73.0,59.0,46.0,58.0,25.0,63.0,500000,444925.0,-55075.0
Elliot Simões,20,173,68,79.0,52.0,53.0,64.0,26.0,54.0,450000,394900.0,-55100.0
J. Kabongo,22,194,88,58.0,29.0,44.0,46.0,60.0,66.0,375000,319800.0,-55200.0
A. Akkaynak,21,180,77,57.0,51.0,62.0,65.0,57.0,66.0,600000,544800.0,-55200.0
Querol,31,183,79,86.0,62.0,59.0,63.0,53.0,67.0,575000,519775.0,-55225.0
I. Jóhannesson,17,180,67,71.0,56.0,65.0,68.0,38.0,55.0,1100000,1044750.0,-55250.0
J. Sánchez,20,174,68,79.0,52.0,57.0,64.0,62.0,63.0,1200000,1144625.0,-55375.0
H. Abdelli,20,188,81,62.0,53.0,57.0,64.0,48.0,62.0,550000,494600.0,-55400.0
D. da Costa,26,187,89,75.0,56.0,69.0,72.0,75.0,82.0,10500000,10444500.0,-55500.0
A. Salazar,25,179,70,72.0,56.0,62.0,69.0,63.0,66.0,1200000,1144500.0,-55500.0
L. Šatka,24,188,78,57.0,29.0,51.0,53.0,69.0,69.0,1300000,1244500.0,-55500.0
A. Kol,19,175,70,77.0,63.0,57.0,66.0,22.0,64.0,975000,919500.0,-55500.0
P. Petrescu,27,176,72,83.0,55.0,61.0,65.0,28.0,56.0,675000,619475.0,-55525.0
F. Giacopuzzi,19,186,78,53.0,31.0,39.0,45.0,60.0,63.0,400000,344425.0,-55575.0
A. Łyszczarz,20,177,69,69.0,51.0,55.0,62.0,34.0,49.0,450000,394375.0,-55625.0
B. Hvidt,20,185,78,51.0,45.0,53.0,58.0,55.0,64.0,275000,219250.0,-55750.0
F. Banguero,31,180,74,72.0,30.0,58.0,60.0,62.0,70.0,550000,494150.0,-55850.0
J. David,20,190,88,62.0,32.0,52.0,58.0,61.0,70.0,750000,694125.0,-55875.0
N. Thomsen,27,180,75,64.0,58.0,65.0,69.0,47.0,60.0,800000,744125.0,-55875.0
Guitián,29,181,69,66.0,41.0,58.0,61.0,70.0,76.0,2000000,1944125.0,-55875.0
C. Bassey,20,185,76,71.0,39.0,52.0,58.0,59.0,72.0,625000,569125.0,-55875.0
K. Sema,26,180,69,78.0,66.0,71.0,75.0,56.0,68.0,4700000,4644000.0,-56000.0
Marlon,24,182,80,64.0,44.0,59.0,65.0,73.0,71.0,3700000,3644000.0,-56000.0
N. Müller,32,173,66,72.0,72.0,70.0,79.0,43.0,61.0,4400000,4344000.0,-56000.0
J. Chalá,25,182,70,75.0,62.0,63.0,67.0,32.0,65.0,950000,893875.0,-56125.0
A. Virginius,17,181,62,84.0,55.0,48.0,63.0,26.0,40.0,500000,443800.0,-56200.0
R. Salinas,32,179,74,70.0,67.0,72.0,69.0,67.0,72.0,1900000,1843750.0,-56250.0
K. Redondo,25,180,69,83.0,60.0,57.0,68.0,44.0,56.0,775000,718750.0,-56250.0
S. Gollnack,18,184,78,64.0,54.0,40.0,51.0,19.0,50.0,170000,113700.0,-56300.0
R. Matsumoto,32,175,68,81.0,54.0,63.0,67.0,57.0,65.0,600000,543675.0,-56325.0
E. Koulouris,24,184,82,67.0,72.0,54.0,66.0,27.0,60.0,2300000,2243625.0,-56375.0
T. Kehinde,22,178,75,78.0,51.0,61.0,67.0,38.0,63.0,925000,868625.0,-56375.0
C. Gebauer,26,187,75,92.0,63.0,59.0,66.0,48.0,65.0,975000,918625.0,-56375.0
Arsénio,30,180,70,74.0,66.0,69.0,75.0,40.0,63.0,2900000,2843500.0,-56500.0
L. Zumberi,20,178,70,67.0,52.0,51.0,60.0,37.0,44.0,230000,173475.0,-56525.0
M. Miljevic,19,178,72,66.0,55.0,60.0,67.0,51.0,56.0,800000,743450.0,-56550.0
L. Buzan,21,178,70,72.0,46.0,54.0,59.0,28.0,53.0,350000,293400.0,-56600.0
N. Dyhr,19,177,65,76.0,50.0,58.0,62.0,59.0,64.0,850000,793375.0,-56625.0
A. Rogel,22,190,84,45.0,29.0,46.0,52.0,65.0,77.0,975000,918375.0,-56625.0
Moreno,18,175,70,66.0,57.0,58.0,63.0,36.0,47.0,525000,468350.0,-56650.0
P. McMullan,24,168,68,83.0,54.0,57.0,64.0,26.0,43.0,600000,543300.0,-56700.0
D. Zuma,25,169,72,76.0,56.0,65.0,72.0,41.0,47.0,1300000,1243250.0,-56750.0
W. Smallbone,20,173,61,70.0,61.0,63.0,70.0,56.0,45.0,1200000,1143250.0,-56750.0
M. Jakóbowski,27,170,65,80.0,56.0,57.0,62.0,33.0,48.0,375000,318250.0,-56750.0
W. Rémy,29,184,75,62.0,39.0,60.0,55.0,61.0,72.0,550000,493125.0,-56875.0
L. Netz,17,188,74,69.0,36.0,44.0,59.0,62.0,61.0,750000,693125.0,-56875.0
J. Ortega,29,183,78,73.0,62.0,46.0,58.0,38.0,65.0,550000,493050.0,-56950.0
J. Tomkins,31,192,74,37.0,32.0,57.0,53.0,78.0,74.0,5500000,5443000.0,-57000.0
D. Wilson,28,188,79,53.0,39.0,53.0,58.0,65.0,76.0,775000,718000.0,-57000.0
Gorosabel,23,174,70,65.0,41.0,57.0,64.0,71.0,63.0,2900000,2843000.0,-57000.0
Y. Calleros,22,181,77,84.0,50.0,64.0,66.0,41.0,66.0,1100000,1043000.0,-57000.0
C. Machado,30,173,70,75.0,44.0,55.0,59.0,61.0,69.0,450000,392925.0,-57075.0
S. Moreo,27,190,75,75.0,66.0,60.0,65.0,51.0,79.0,1100000,1042875.0,-57125.0
H. Hassan,18,177,71,82.0,57.0,57.0,70.0,26.0,47.0,925000,867875.0,-57125.0
P. Vogt,20,180,75,66.0,35.0,51.0,56.0,54.0,59.0,250000,192600.0,-57400.0
M. Dulca,21,184,78,66.0,51.0,54.0,60.0,54.0,69.0,425000,367550.0,-57450.0
D. Đoković,30,190,86,65.0,60.0,70.0,69.0,67.0,83.0,2200000,2142525.0,-57475.0
J. Herrera,19,179,63,75.0,57.0,50.0,56.0,28.0,52.0,275000,217525.0,-57475.0
R. Aït Nouri,19,179,70,68.0,42.0,62.0,70.0,69.0,49.0,4700000,4642500.0,-57500.0
A. Grünwald,31,188,84,58.0,69.0,71.0,69.0,56.0,78.0,1500000,1442500.0,-57500.0
R. Fraser,26,163,70,88.0,72.0,76.0,81.0,46.0,60.0,15000000,14942500.0,-57500.0
Rubén Pardo,27,181,69,55.0,68.0,73.0,72.0,62.0,53.0,3200000,3142500.0,-57500.0
M. Coda,31,184,72,60.0,72.0,51.0,69.0,25.0,59.0,1600000,1542500.0,-57500.0
T. Van Den Keybus,19,173,65,71.0,51.0,58.0,62.0,44.0,48.0,450000,392475.0,-57525.0
F. Barceló,27,180,78,74.0,65.0,46.0,65.0,27.0,68.0,900000,842375.0,-57625.0
M. Jeahze,23,179,65,70.0,43.0,57.0,62.0,57.0,62.0,450000,392275.0,-57725.0
S. Haudum,25,189,74,59.0,51.0,58.0,59.0,63.0,70.0,750000,692125.0,-57875.0
S. Balaure,24,178,62,75.0,55.0,61.0,67.0,44.0,59.0,875000,817125.0,-57875.0
B. Gueye,25,192,84,64.0,64.0,42.0,62.0,21.0,72.0,825000,767125.0,-57875.0
R. Yamasaki,27,187,80,49.0,66.0,53.0,58.0,28.0,71.0,575000,517100.0,-57900.0
B. Yılmaz,34,188,77,80.0,81.0,65.0,69.0,34.0,77.0,5500000,5442000.0,-58000.0
F. Klos,32,194,93,64.0,76.0,63.0,64.0,40.0,81.0,6000000,5942000.0,-58000.0
R. Loaiza,26,180,70,61.0,46.0,65.0,66.0,69.0,78.0,3500000,3442000.0,-58000.0
De la Bella,34,182,79,66.0,53.0,67.0,68.0,69.0,71.0,1100000,1041925.0,-58075.0
J. Gondorf,32,175,74,52.0,63.0,70.0,70.0,66.0,77.0,1300000,1241875.0,-58125.0
J. Fernández,32,169,67,74.0,68.0,66.0,72.0,50.0,59.0,1400000,1341750.0,-58250.0
A. Leites,28,180,75,69.0,61.0,50.0,68.0,25.0,67.0,675000,616625.0,-58375.0
B. Fernández,25,175,70,81.0,70.0,68.0,70.0,29.0,58.0,2200000,2141625.0,-58375.0
M. Evouna,27,185,80,64.0,61.0,43.0,60.0,34.0,66.0,425000,366600.0,-58400.0
A. Gilliead,24,183,70,81.0,55.0,55.0,64.0,31.0,62.0,600000,541550.0,-58450.0
Lucas Tagliapietra,29,194,90,49.0,27.0,43.0,44.0,65.0,79.0,725000,666500.0,-58500.0
N. Ampomah,24,175,68,75.0,65.0,61.0,76.0,28.0,66.0,2300000,2241500.0,-58500.0
Rui Correia,29,188,73,57.0,32.0,43.0,51.0,67.0,71.0,650000,591375.0,-58625.0
B. Manu,23,170,70,92.0,58.0,54.0,70.0,35.0,65.0,1000000,941375.0,-58625.0
R. Windbichler,29,183,72,65.0,34.0,53.0,51.0,63.0,74.0,550000,491325.0,-58675.0
Benítez,20,169,55,71.0,34.0,50.0,63.0,60.0,51.0,800000,741275.0,-58725.0
D. Orgill,30,183,81,84.0,64.0,43.0,66.0,36.0,73.0,1000000,941250.0,-58750.0
G. de los Santos,29,181,75,52.0,45.0,47.0,51.0,65.0,70.0,600000,541250.0,-58750.0
B. Figueroa,21,177,73,64.0,59.0,60.0,65.0,26.0,57.0,725000,666225.0,-58775.0
A. Valerio,20,185,75,64.0,48.0,58.0,61.0,55.0,56.0,450000,391225.0,-58775.0
F. Andueza,23,189,80,61.0,32.0,47.0,54.0,62.0,72.0,675000,616125.0,-58875.0
Jofre Carreras,19,180,70,73.0,63.0,54.0,68.0,33.0,47.0,800000,741125.0,-58875.0
P. Golubović,25,179,72,69.0,26.0,58.0,62.0,63.0,71.0,850000,791125.0,-58875.0
E. Embleton,21,173,64,61.0,54.0,59.0,61.0,52.0,53.0,375000,316125.0,-58875.0
A. Kačaniklić,28,181,72,74.0,66.0,69.0,70.0,41.0,54.0,1800000,1741000.0,-59000.0
B. Farioli,22,180,70,66.0,49.0,57.0,63.0,32.0,48.0,325000,265975.0,-59025.0
M. Lacroix,20,190,88,68.0,29.0,39.0,48.0,67.0,73.0,1300000,1240875.0,-59125.0
F. Angileri,26,184,84,77.0,68.0,70.0,72.0,67.0,79.0,4300000,4240875.0,-59125.0
Dani Vivian,20,183,83,59.0,36.0,48.0,49.0,66.0,66.0,975000,915875.0,-59125.0
Shim Dong Woon,30,169,67,86.0,60.0,60.0,71.0,42.0,64.0,1000000,940750.0,-59250.0
K. Björklund,21,190,80,63.0,27.0,42.0,50.0,56.0,65.0,250000,190750.0,-59250.0
M. Watkins,29,178,65,76.0,62.0,63.0,69.0,28.0,69.0,875000,815750.0,-59250.0
Fali Candé,22,184,75,71.0,40.0,54.0,60.0,59.0,63.0,625000,565675.0,-59325.0
R. Piccoli,19,183,78,52.0,63.0,47.0,57.0,34.0,61.0,650000,590600.0,-59400.0
X. Amaechi,19,179,79,77.0,53.0,54.0,64.0,24.0,49.0,450000,390525.0,-59475.0
L. Greiml,18,186,72,53.0,30.0,46.0,42.0,63.0,68.0,700000,640500.0,-59500.0
N. De Préville,29,178,79,74.0,75.0,73.0,76.0,38.0,67.0,6500000,6440500.0,-59500.0
C. Yacob,32,181,73,45.0,59.0,60.0,65.0,71.0,74.0,2000000,1940375.0,-59625.0
C. Sepúlveda,28,174,67,64.0,59.0,62.0,66.0,60.0,75.0,750000,690250.0,-59750.0
M. Olivieri,21,177,73,72.0,57.0,49.0,62.0,24.0,59.0,450000,390200.0,-59800.0
T. McIntyre,21,185,73,63.0,29.0,38.0,53.0,63.0,69.0,725000,665125.0,-59875.0
K. Junker,26,186,73,83.0,68.0,53.0,66.0,33.0,65.0,1300000,1240125.0,-59875.0
S. Long,25,178,70,68.0,39.0,54.0,62.0,60.0,70.0,625000,565100.0,-59900.0
E. Simms,19,183,73,75.0,64.0,50.0,60.0,25.0,59.0,800000,739925.0,-60075.0
D. Wein,26,184,77,61.0,48.0,63.0,55.0,61.0,72.0,650000,589900.0,-60100.0
A. Hadžiahmetović,23,179,70,69.0,56.0,65.0,69.0,56.0,68.0,1100000,1039875.0,-60125.0
F. Ricci,26,175,68,79.0,64.0,66.0,76.0,47.0,48.0,3300000,3239750.0,-60250.0
S. Diop,20,175,65,75.0,57.0,63.0,70.0,31.0,44.0,1200000,1139750.0,-60250.0
Guille Rosas,20,175,65,69.0,34.0,47.0,56.0,60.0,55.0,600000,539675.0,-60325.0
S. Kavrazlı,18,178,70,66.0,63.0,50.0,61.0,21.0,55.0,625000,564625.0,-60375.0
A. Stahl,21,180,69,78.0,55.0,58.0,64.0,40.0,61.0,700000,639625.0,-60375.0
I. Sapała,24,187,79,59.0,46.0,58.0,60.0,58.0,74.0,575000,514625.0,-60375.0
I. Opara,31,188,82,84.0,38.0,52.0,56.0,73.0,82.0,4900000,4839500.0,-60500.0
A. Ademi,29,185,79,63.0,64.0,65.0,68.0,74.0,82.0,6500000,6439500.0,-60500.0
J. Aguilar,31,178,77,62.0,46.0,54.0,51.0,62.0,68.0,475000,414500.0,-60500.0
M. Bakalorz,30,180,78,63.0,65.0,60.0,62.0,69.0,76.0,1500000,1439500.0,-60500.0
J. Šutalo,20,190,82,71.0,27.0,42.0,47.0,60.0,70.0,525000,464500.0,-60500.0
R. Bengtsson,34,186,80,41.0,37.0,54.0,56.0,74.0,68.0,1500000,1439500.0,-60500.0
F. Meza,28,184,79,62.0,40.0,55.0,62.0,76.0,73.0,5500000,5439500.0,-60500.0
A. Rodriguez,27,174,72,75.0,56.0,58.0,68.0,54.0,77.0,775000,714475.0,-60525.0
L. Menalo,23,181,73,77.0,60.0,57.0,71.0,26.0,51.0,875000,814375.0,-60625.0
V. Demaku,20,180,68,55.0,41.0,59.0,61.0,62.0,64.0,800000,739250.0,-60750.0
Martín,20,190,78,59.0,25.0,40.0,41.0,66.0,58.0,925000,864250.0,-60750.0
P. Cifuentes,32,185,78,66.0,42.0,56.0,56.0,63.0,80.0,425000,364250.0,-60750.0
L. Picco,20,188,79,54.0,44.0,56.0,61.0,59.0,71.0,550000,489250.0,-60750.0
Kim Jong Woo,26,181,70,72.0,63.0,66.0,69.0,59.0,52.0,1100000,1039125.0,-60875.0
Joel Pereira,23,178,68,69.0,41.0,56.0,64.0,57.0,57.0,550000,489100.0,-60900.0
O. Pineda,24,169,63,84.0,70.0,69.0,77.0,62.0,66.0,7500000,7439000.0,-61000.0
T. Nara,26,180,74,72.0,38.0,45.0,52.0,66.0,72.0,850000,788875.0,-61125.0
Y. Hoshi,27,170,64,73.0,55.0,55.0,63.0,55.0,60.0,475000,413875.0,-61125.0
Jordi Escobar,18,186,74,56.0,66.0,48.0,61.0,18.0,55.0,950000,888875.0,-61125.0
F. Reese,22,187,80,82.0,60.0,58.0,66.0,40.0,66.0,950000,888750.0,-61250.0
R. Civelek,24,172,65,77.0,56.0,60.0,68.0,30.0,56.0,825000,763625.0,-61375.0
C. Peralta,21,174,68,62.0,49.0,55.0,57.0,39.0,49.0,220000,158600.0,-61400.0
S. Prieto,27,180,73,66.0,27.0,36.0,54.0,60.0,67.0,375000,313575.0,-61425.0
B. Lednev,22,173,70,74.0,72.0,72.0,74.0,53.0,53.0,6000000,5938500.0,-61500.0
M. Siby,23,191,84,54.0,36.0,52.0,54.0,56.0,68.0,275000,213500.0,-61500.0
R. Vormer,32,178,79,59.0,74.0,79.0,70.0,75.0,79.0,6500000,6438500.0,-61500.0
J. Žambůrek,19,175,61,63.0,46.0,58.0,62.0,32.0,51.0,450000,388475.0,-61525.0
V. Castellón,30,175,72,73.0,60.0,61.0,65.0,32.0,44.0,600000,538450.0,-61550.0
M. Fernández,19,183,75,59.0,52.0,54.0,57.0,51.0,58.0,350000,288450.0,-61550.0
H. Delbridge,28,193,93,61.0,32.0,41.0,45.0,60.0,87.0,525000,463400.0,-61600.0
J. Romaña,21,185,79,59.0,26.0,39.0,41.0,60.0,66.0,450000,388325.0,-61675.0
D. Ściślak,20,177,71,65.0,49.0,57.0,62.0,32.0,56.0,350000,288300.0,-61700.0
P. Žulj,27,185,80,53.0,69.0,72.0,71.0,67.0,66.0,2700000,2638250.0,-61750.0
Carreira,19,170,70,62.0,26.0,46.0,54.0,60.0,47.0,500000,438250.0,-61750.0
M. Wilks,21,183,71,83.0,63.0,54.0,70.0,21.0,68.0,1300000,1238250.0,-61750.0
K. Díaz,18,162,52,73.0,49.0,54.0,57.0,24.0,42.0,350000,288175.0,-61825.0
E. Godoy,26,185,79,61.0,32.0,55.0,51.0,69.0,78.0,2000000,1938125.0,-61875.0
B. Moussiti-Oko,25,184,89,58.0,64.0,39.0,58.0,26.0,76.0,600000,538125.0,-61875.0
F. Adi,29,193,84,63.0,61.0,42.0,63.0,26.0,76.0,550000,487900.0,-62100.0
S. Olsson,22,185,81,62.0,46.0,66.0,69.0,55.0,70.0,1100000,1037875.0,-62125.0
O. Gnjatić,28,190,81,55.0,40.0,55.0,56.0,60.0,79.0,475000,412725.0,-62275.0
D. Hume,21,177,71,79.0,38.0,50.0,64.0,58.0,59.0,850000,787650.0,-62350.0
Artur,24,181,70,64.0,52.0,66.0,71.0,69.0,73.0,3800000,3737625.0,-62375.0
K. Rezaei,28,185,79,67.0,72.0,67.0,66.0,28.0,68.0,2400000,2337625.0,-62375.0
Francés,17,180,72,58.0,33.0,50.0,56.0,62.0,58.0,675000,612600.0,-62400.0
J. Tolkin,17,170,61,74.0,44.0,58.0,55.0,52.0,52.0,375000,312525.0,-62475.0
S. Serdar,23,184,75,69.0,72.0,74.0,80.0,75.0,79.0,14000000,13937500.0,-62500.0
I. Zlatanović,22,180,75,77.0,65.0,55.0,64.0,26.0,72.0,1000000,937500.0,-62500.0
I. Konaté,21,194,95,74.0,34.0,57.0,68.0,80.0,78.0,15500000,15437500.0,-62500.0
E. García,30,168,67,72.0,53.0,61.0,71.0,68.0,65.0,2500000,2437375.0,-62625.0
A. Delamea,29,183,73,55.0,32.0,48.0,56.0,66.0,70.0,600000,537325.0,-62675.0
A. Uryga,26,191,85,52.0,43.0,54.0,44.0,63.0,77.0,725000,662250.0,-62750.0
N. Tella,20,171,70,79.0,53.0,52.0,65.0,31.0,50.0,475000,412150.0,-62850.0
V. Lystsov,24,194,91,50.0,46.0,49.0,57.0,66.0,80.0,975000,912125.0,-62875.0
Álex,19,185,77,70.0,61.0,45.0,57.0,19.0,62.0,650000,587075.0,-62925.0
R. Bennett,30,188,78,40.0,25.0,46.0,34.0,73.0,71.0,2500000,2437000.0,-63000.0
T. Al Ammar,20,172,68,68.0,50.0,61.0,65.0,48.0,62.0,650000,586950.0,-63050.0
Ke Zhao,31,175,70,58.0,30.0,48.0,56.0,60.0,75.0,275000,211925.0,-63075.0
V. Basha,29,174,71,63.0,61.0,65.0,64.0,62.0,72.0,775000,711875.0,-63125.0
N. Manzambi,23,179,83,76.0,62.0,49.0,65.0,24.0,65.0,700000,636825.0,-63175.0
M. Facchinetti,29,184,78,70.0,51.0,54.0,58.0,61.0,68.0,525000,461775.0,-63225.0
F. Lo Celso,20,178,70,68.0,53.0,65.0,63.0,48.0,51.0,675000,611750.0,-63250.0
D. Gissi,29,189,82,36.0,47.0,58.0,55.0,63.0,78.0,600000,536750.0,-63250.0
M. Johansson,28,171,64,85.0,47.0,58.0,74.0,66.0,65.0,2700000,2636750.0,-63250.0
Lasure,26,176,74,70.0,44.0,57.0,60.0,64.0,74.0,975000,911625.0,-63375.0
Borja Garcés,20,175,71,63.0,67.0,46.0,63.0,31.0,50.0,875000,811625.0,-63375.0
H. Van Der Bruggen,27,180,74,49.0,62.0,72.0,68.0,69.0,68.0,3300000,3236625.0,-63375.0
K. Kamara,35,191,86,73.0,72.0,61.0,71.0,35.0,78.0,1800000,1736625.0,-63375.0
L. Doucouré,29,196,79,66.0,60.0,57.0,64.0,33.0,69.0,550000,486600.0,-63400.0
L. Guzmán,20,173,64,67.0,57.0,57.0,68.0,33.0,42.0,675000,611550.0,-63450.0
W. Faes,22,187,82,59.0,35.0,51.0,56.0,70.0,74.0,2400000,2336500.0,-63500.0
R. Fulgencio,20,176,60,80.0,54.0,58.0,67.0,52.0,58.0,1000000,936500.0,-63500.0
M. Torres,24,180,70,67.0,44.0,49.0,45.0,64.0,79.0,900000,836500.0,-63500.0
T. Baya,22,181,73,81.0,45.0,55.0,59.0,60.0,66.0,750000,686475.0,-63525.0
D. Maldini,18,186,76,68.0,51.0,59.0,61.0,38.0,50.0,325000,261475.0,-63525.0
S. Santin,26,181,72,69.0,54.0,57.0,62.0,56.0,66.0,400000,336475.0,-63525.0
J. Beste,21,174,64,68.0,42.0,59.0,67.0,56.0,57.0,650000,586450.0,-63550.0
F. Estoyanoff,37,173,67,73.0,59.0,71.0,67.0,36.0,71.0,800000,736425.0,-63575.0
Han Kook Young,30,183,73,72.0,42.0,64.0,66.0,66.0,76.0,1500000,1436375.0,-63625.0
R. Kobryń,20,184,77,72.0,31.0,44.0,53.0,57.0,62.0,450000,386250.0,-63750.0
A. Traoré,25,177,74,86.0,60.0,55.0,68.0,17.0,58.0,800000,736250.0,-63750.0
N. Kacharava,26,198,88,60.0,62.0,46.0,66.0,29.0,76.0,975000,911225.0,-63775.0
I. Cazal,21,175,73,65.0,50.0,57.0,63.0,28.0,53.0,475000,411200.0,-63800.0
D. Fitz,21,175,67,70.0,65.0,66.0,70.0,33.0,51.0,1400000,1336125.0,-63875.0
C. Petrila,19,176,67,81.0,50.0,54.0,64.0,33.0,46.0,550000,486125.0,-63875.0
J. Hugill,28,183,85,70.0,68.0,52.0,65.0,38.0,85.0,1800000,1736125.0,-63875.0
A. Kilgour,22,189,75,63.0,40.0,43.0,52.0,64.0,75.0,875000,811125.0,-63875.0
T. Makowski,20,178,76,70.0,54.0,59.0,64.0,62.0,70.0,1000000,936125.0,-63875.0
C. Zady Sery,20,177,72,83.0,59.0,63.0,70.0,21.0,51.0,1400000,1336125.0,-63875.0
K. Lewis-Potter,19,170,67,69.0,57.0,43.0,59.0,24.0,47.0,325000,261050.0,-63950.0
S. McCoulsky,23,183,70,89.0,57.0,37.0,59.0,20.0,69.0,300000,236050.0,-63950.0
A. Xhemajli,22,190,81,53.0,26.0,33.0,33.0,63.0,71.0,450000,386000.0,-64000.0
D. Johannesson,26,176,70,82.0,44.0,60.0,62.0,62.0,68.0,1100000,1036000.0,-64000.0
Antonio Sánchez,23,178,78,69.0,59.0,64.0,68.0,49.0,65.0,950000,886000.0,-64000.0
M. Káčer,26,170,73,63.0,60.0,66.0,69.0,63.0,68.0,1100000,1036000.0,-64000.0
F. Knudsen,23,190,83,53.0,25.0,40.0,41.0,62.0,74.0,625000,560875.0,-64125.0
S. Coulibaly,25,193,80,71.0,39.0,47.0,53.0,63.0,70.0,650000,585750.0,-64250.0
Rafael Barros,28,185,75,74.0,62.0,52.0,65.0,28.0,71.0,675000,610750.0,-64250.0
D. Hočko,26,175,70,62.0,55.0,66.0,68.0,61.0,61.0,925000,860750.0,-64250.0
B. Slisz,21,179,70,69.0,43.0,59.0,57.0,63.0,73.0,900000,835750.0,-64250.0
M. Hjulmand,21,185,78,64.0,52.0,61.0,65.0,61.0,73.0,975000,910750.0,-64250.0
R. Oaidă,22,182,70,68.0,60.0,63.0,68.0,63.0,60.0,975000,910625.0,-64375.0
S. McConville,31,180,74,77.0,62.0,63.0,65.0,43.0,59.0,575000,510600.0,-64400.0
Park Han Bin,22,183,80,41.0,47.0,62.0,59.0,58.0,70.0,675000,610525.0,-64475.0
R. Loftus-Cheek,24,191,88,69.0,67.0,76.0,80.0,62.0,79.0,14000000,13935500.0,-64500.0
P. Johansson,25,185,80,81.0,52.0,53.0,62.0,54.0,74.0,525000,460475.0,-64525.0
D. Kutesa,22,176,67,88.0,58.0,59.0,72.0,38.0,62.0,1600000,1535375.0,-64625.0
F. Pérez,34,180,75,65.0,40.0,51.0,54.0,65.0,78.0,275000,210375.0,-64625.0
D. Butterworth,20,178,65,80.0,59.0,47.0,62.0,35.0,54.0,550000,485225.0,-64775.0
M. Vallecilla,29,175,72,82.0,41.0,54.0,62.0,60.0,69.0,625000,560175.0,-64825.0
P. Mamić,24,183,80,70.0,32.0,53.0,59.0,59.0,67.0,575000,510150.0,-64850.0
A. Demir,31,180,82,50.0,35.0,56.0,56.0,67.0,73.0,675000,610125.0,-64875.0
J. Arroé,28,175,69,75.0,57.0,61.0,70.0,31.0,56.0,775000,710125.0,-64875.0
S. Abdulhamid,20,171,69,76.0,39.0,51.0,62.0,58.0,61.0,750000,685100.0,-64900.0
F. Ronstadt,22,180,76,71.0,30.0,51.0,60.0,60.0,67.0,700000,635000.0,-65000.0
L. Argudo,24,175,68,71.0,57.0,62.0,66.0,47.0,60.0,700000,635000.0,-65000.0
A. Szőke,22,185,72,72.0,61.0,58.0,61.0,40.0,60.0,600000,535000.0,-65000.0
M. Mayambela,23,186,79,72.0,55.0,53.0,58.0,45.0,66.0,275000,209975.0,-65025.0
J. Cuesta,18,172,71,69.0,52.0,53.0,66.0,29.0,40.0,475000,409950.0,-65050.0
O. Siddiki,22,179,63,63.0,62.0,58.0,66.0,21.0,53.0,650000,584875.0,-65125.0
S. Polter,29,192,94,72.0,69.0,50.0,61.0,28.0,84.0,1800000,1734875.0,-65125.0
P. Huspek,29,172,69,87.0,60.0,60.0,67.0,29.0,65.0,750000,684800.0,-65200.0
Y. Aguemon,28,180,75,82.0,62.0,59.0,67.0,52.0,62.0,775000,709775.0,-65225.0
